text|en-US-AlloyTurboMultilingualNeural|en-US-AndrewMultilingualNeural|en-US-AvaMultilingualNeural|en-US-BrandonMultilingualNeural|en-US-BrianMultilingualNeural|en-US-ChristopherMultilingualNeural|en-US-CoraMultilingualNeural|en-US-DavisMultilingualNeural|label
Don’t touch that, Nisha.|331_Dont_touch_that_Nisha.wav |331_Dont_touch_that_Nisha.wav |331_Dont_touch_that_Nisha.wav |331_Dont_touch_that_Nisha.wav |331_Dont_touch_that_Nisha.wav |331_Dont_touch_that_Nisha.wav |331_Dont_touch_that_Nisha.wav |331_Dont_touch_that_Nisha.wav |1
It’s dangerous, Nisha.|332_Its_dangerous_Nisha.wav |332_Its_dangerous_Nisha.wav |332_Its_dangerous_Nisha.wav |332_Its_dangerous_Nisha.wav |332_Its_dangerous_Nisha.wav |332_Its_dangerous_Nisha.wav |332_Its_dangerous_Nisha.wav |332_Its_dangerous_Nisha.wav |1
Hurry up, Nisha.|333_Hurry_up_Nisha.wav |333_Hurry_up_Nisha.wav |333_Hurry_up_Nisha.wav |333_Hurry_up_Nisha.wav |333_Hurry_up_Nisha.wav |333_Hurry_up_Nisha.wav |333_Hurry_up_Nisha.wav |333_Hurry_up_Nisha.wav |1
Let me explain, Nisha.|334_Let_me_explain_Nisha.wav |334_Let_me_explain_Nisha.wav |334_Let_me_explain_Nisha.wav |334_Let_me_explain_Nisha.wav |334_Let_me_explain_Nisha.wav |334_Let_me_explain_Nisha.wav |334_Let_me_explain_Nisha.wav |334_Let_me_explain_Nisha.wav |1
That’s perfect, Nisha.|335_Thats_perfect_Nisha.wav |335_Thats_perfect_Nisha.wav |335_Thats_perfect_Nisha.wav |335_Thats_perfect_Nisha.wav |335_Thats_perfect_Nisha.wav |335_Thats_perfect_Nisha.wav |335_Thats_perfect_Nisha.wav |335_Thats_perfect_Nisha.wav |1
What’s wrong, Nisha?|336_Whats_wrong_Nisha.wav |336_Whats_wrong_Nisha.wav |336_Whats_wrong_Nisha.wav |336_Whats_wrong_Nisha.wav |336_Whats_wrong_Nisha.wav |336_Whats_wrong_Nisha.wav |336_Whats_wrong_Nisha.wav |336_Whats_wrong_Nisha.wav |1
Keep quiet, Nisha.|337_Keep_quiet_Nisha.wav |337_Keep_quiet_Nisha.wav |337_Keep_quiet_Nisha.wav |337_Keep_quiet_Nisha.wav |337_Keep_quiet_Nisha.wav |337_Keep_quiet_Nisha.wav |337_Keep_quiet_Nisha.wav |337_Keep_quiet_Nisha.wav |1
You got this, Nisha.|338_You_got_this_Nisha.wav |338_You_got_this_Nisha.wav |338_You_got_this_Nisha.wav |338_You_got_this_Nisha.wav |338_You_got_this_Nisha.wav |338_You_got_this_Nisha.wav |338_You_got_this_Nisha.wav |338_You_got_this_Nisha.wav |1
That’s funny, Nisha.|339_Thats_funny_Nisha.wav |339_Thats_funny_Nisha.wav |339_Thats_funny_Nisha.wav |339_Thats_funny_Nisha.wav |339_Thats_funny_Nisha.wav |339_Thats_funny_Nisha.wav |339_Thats_funny_Nisha.wav |339_Thats_funny_Nisha.wav |1
Are you nervous, Nisha?|340_Are_you_nervous_Nisha.wav |340_Are_you_nervous_Nisha.wav |340_Are_you_nervous_Nisha.wav |340_Are_you_nervous_Nisha.wav |340_Are_you_nervous_Nisha.wav |340_Are_you_nervous_Nisha.wav |340_Are_you_nervous_Nisha.wav |340_Are_you_nervous_Nisha.wav |1
Let’s hurry, Nisha.|341_Lets_hurry_Nisha.wav |341_Lets_hurry_Nisha.wav |341_Lets_hurry_Nisha.wav |341_Lets_hurry_Nisha.wav |341_Lets_hurry_Nisha.wav |341_Lets_hurry_Nisha.wav |341_Lets_hurry_Nisha.wav |341_Lets_hurry_Nisha.wav |1
Don’t worry, Nisha.|342_Dont_worry_Nisha.wav |342_Dont_worry_Nisha.wav |342_Dont_worry_Nisha.wav |342_Dont_worry_Nisha.wav |342_Dont_worry_Nisha.wav |342_Dont_worry_Nisha.wav |342_Dont_worry_Nisha.wav |342_Dont_worry_Nisha.wav |1
It’s not your fault, Nisha.|343_Its_not_your_fault_Nisha.wav |343_Its_not_your_fault_Nisha.wav |343_Its_not_your_fault_Nisha.wav |343_Its_not_your_fault_Nisha.wav |343_Its_not_your_fault_Nisha.wav |343_Its_not_your_fault_Nisha.wav |343_Its_not_your_fault_Nisha.wav |343_Its_not_your_fault_Nisha.wav |1
Stay here, Nisha.|344_Stay_here_Nisha.wav |344_Stay_here_Nisha.wav |344_Stay_here_Nisha.wav |344_Stay_here_Nisha.wav |344_Stay_here_Nisha.wav |344_Stay_here_Nisha.wav |344_Stay_here_Nisha.wav |344_Stay_here_Nisha.wav |1
I’ll help you, Nisha.|345_Ill_help_you_Nisha.wav |345_Ill_help_you_Nisha.wav |345_Ill_help_you_Nisha.wav |345_Ill_help_you_Nisha.wav |345_Ill_help_you_Nisha.wav |345_Ill_help_you_Nisha.wav |345_Ill_help_you_Nisha.wav |345_Ill_help_you_Nisha.wav |1
Don’t be late, Nisha.|346_Dont_be_late_Nisha.wav |346_Dont_be_late_Nisha.wav |346_Dont_be_late_Nisha.wav |346_Dont_be_late_Nisha.wav |346_Dont_be_late_Nisha.wav |346_Dont_be_late_Nisha.wav |346_Dont_be_late_Nisha.wav |346_Dont_be_late_Nisha.wav |1
Did you notice, Nisha?|347_Did_you_notice_Nisha.wav |347_Did_you_notice_Nisha.wav |347_Did_you_notice_Nisha.wav |347_Did_you_notice_Nisha.wav |347_Did_you_notice_Nisha.wav |347_Did_you_notice_Nisha.wav |347_Did_you_notice_Nisha.wav |347_Did_you_notice_Nisha.wav |1
It’s your choice, Nisha.|348_Its_your_choice_Nisha.wav |348_Its_your_choice_Nisha.wav |348_Its_your_choice_Nisha.wav |348_Its_your_choice_Nisha.wav |348_Its_your_choice_Nisha.wav |348_Its_your_choice_Nisha.wav |348_Its_your_choice_Nisha.wav |348_Its_your_choice_Nisha.wav |1
Nisha, pick one.|349_Nisha_pick_one.wav |349_Nisha_pick_one.wav |349_Nisha_pick_one.wav |349_Nisha_pick_one.wav |349_Nisha_pick_one.wav |349_Nisha_pick_one.wav |349_Nisha_pick_one.wav |349_Nisha_pick_one.wav |1
Don’t argue, Nisha.|350_Dont_argue_Nisha.wav |350_Dont_argue_Nisha.wav |350_Dont_argue_Nisha.wav |350_Dont_argue_Nisha.wav |350_Dont_argue_Nisha.wav |350_Dont_argue_Nisha.wav |350_Dont_argue_Nisha.wav |350_Dont_argue_Nisha.wav |1
That’s wrong, Nisha.|351_Thats_wrong_Nisha.wav |351_Thats_wrong_Nisha.wav |351_Thats_wrong_Nisha.wav |351_Thats_wrong_Nisha.wav |351_Thats_wrong_Nisha.wav |351_Thats_wrong_Nisha.wav |351_Thats_wrong_Nisha.wav |351_Thats_wrong_Nisha.wav |1
Please continue, Nisha.|352_Please_continue_Nisha.wav |352_Please_continue_Nisha.wav |352_Please_continue_Nisha.wav |352_Please_continue_Nisha.wav |352_Please_continue_Nisha.wav |352_Please_continue_Nisha.wav |352_Please_continue_Nisha.wav |352_Please_continue_Nisha.wav |1
Can you drive, Nisha?|353_Can_you_drive_Nisha.wav |353_Can_you_drive_Nisha.wav |353_Can_you_drive_Nisha.wav |353_Can_you_drive_Nisha.wav |353_Can_you_drive_Nisha.wav |353_Can_you_drive_Nisha.wav |353_Can_you_drive_Nisha.wav |353_Can_you_drive_Nisha.wav |1
I’ll wait, Nisha.|354_Ill_wait_Nisha.wav |354_Ill_wait_Nisha.wav |354_Ill_wait_Nisha.wav |354_Ill_wait_Nisha.wav |354_Ill_wait_Nisha.wav |354_Ill_wait_Nisha.wav |354_Ill_wait_Nisha.wav |354_Ill_wait_Nisha.wav |1
Speak clearly, Nisha.|355_Speak_clearly_Nisha.wav |355_Speak_clearly_Nisha.wav |355_Speak_clearly_Nisha.wav |355_Speak_clearly_Nisha.wav |355_Speak_clearly_Nisha.wav |355_Speak_clearly_Nisha.wav |355_Speak_clearly_Nisha.wav |355_Speak_clearly_Nisha.wav |1
Do your best, Nisha.|356_Do_your_best_Nisha.wav |356_Do_your_best_Nisha.wav |356_Do_your_best_Nisha.wav |356_Do_your_best_Nisha.wav |356_Do_your_best_Nisha.wav |356_Do_your_best_Nisha.wav |356_Do_your_best_Nisha.wav |356_Do_your_best_Nisha.wav |1
Oh dear, Nisha.|357_Oh_dear_Nisha.wav |357_Oh_dear_Nisha.wav |357_Oh_dear_Nisha.wav |357_Oh_dear_Nisha.wav |357_Oh_dear_Nisha.wav |357_Oh_dear_Nisha.wav |357_Oh_dear_Nisha.wav |357_Oh_dear_Nisha.wav |1
That’s cool, Nisha.|358_Thats_cool_Nisha.wav |358_Thats_cool_Nisha.wav |358_Thats_cool_Nisha.wav |358_Thats_cool_Nisha.wav |358_Thats_cool_Nisha.wav |358_Thats_cool_Nisha.wav |358_Thats_cool_Nisha.wav |358_Thats_cool_Nisha.wav |1
Keep smiling, Nisha.|359_Keep_smiling_Nisha.wav |359_Keep_smiling_Nisha.wav |359_Keep_smiling_Nisha.wav |359_Keep_smiling_Nisha.wav |359_Keep_smiling_Nisha.wav |359_Keep_smiling_Nisha.wav |359_Keep_smiling_Nisha.wav |359_Keep_smiling_Nisha.wav |1
Are you ready, Nisha?|360_Are_you_ready_Nisha.wav |360_Are_you_ready_Nisha.wav |360_Are_you_ready_Nisha.wav |360_Are_you_ready_Nisha.wav |360_Are_you_ready_Nisha.wav |360_Are_you_ready_Nisha.wav |360_Are_you_ready_Nisha.wav |360_Are_you_ready_Nisha.wav |1
I’ll follow you, Nisha.|361_Ill_follow_you_Nisha.wav |361_Ill_follow_you_Nisha.wav |361_Ill_follow_you_Nisha.wav |361_Ill_follow_you_Nisha.wav |361_Ill_follow_you_Nisha.wav |361_Ill_follow_you_Nisha.wav |361_Ill_follow_you_Nisha.wav |361_Ill_follow_you_Nisha.wav |1
Don’t worry too much, Nisha.|362_Dont_worry_too_much_Nisha.wav |362_Dont_worry_too_much_Nisha.wav |362_Dont_worry_too_much_Nisha.wav |362_Dont_worry_too_much_Nisha.wav |362_Dont_worry_too_much_Nisha.wav |362_Dont_worry_too_much_Nisha.wav |362_Dont_worry_too_much_Nisha.wav |362_Dont_worry_too_much_Nisha.wav |1
Be ready, Nisha.|363_Be_ready_Nisha.wav |363_Be_ready_Nisha.wav |363_Be_ready_Nisha.wav |363_Be_ready_Nisha.wav |363_Be_ready_Nisha.wav |363_Be_ready_Nisha.wav |363_Be_ready_Nisha.wav |363_Be_ready_Nisha.wav |1
Good luck with that, Nisha.|364_Good_luck_with_that_Nisha.wav |364_Good_luck_with_that_Nisha.wav |364_Good_luck_with_that_Nisha.wav |364_Good_luck_with_that_Nisha.wav |364_Good_luck_with_that_Nisha.wav |364_Good_luck_with_that_Nisha.wav |364_Good_luck_with_that_Nisha.wav |364_Good_luck_with_that_Nisha.wav |1
You’re wonderful, Nisha.|365_Youre_wonderful_Nisha.wav |365_Youre_wonderful_Nisha.wav |365_Youre_wonderful_Nisha.wav |365_Youre_wonderful_Nisha.wav |365_Youre_wonderful_Nisha.wav |365_Youre_wonderful_Nisha.wav |365_Youre_wonderful_Nisha.wav |365_Youre_wonderful_Nisha.wav |1
That’s enough for now, Nisha.|366_Thats_enough_for_now_Nisha.wav |366_Thats_enough_for_now_Nisha.wav |366_Thats_enough_for_now_Nisha.wav |366_Thats_enough_for_now_Nisha.wav |366_Thats_enough_for_now_Nisha.wav |366_Thats_enough_for_now_Nisha.wav |366_Thats_enough_for_now_Nisha.wav |366_Thats_enough_for_now_Nisha.wav |1
Yo Nisha, shut the player down|367_Yo_Nisha_shut_the_player_down.wav |367_Yo_Nisha_shut_the_player_down.wav |367_Yo_Nisha_shut_the_player_down.wav |367_Yo_Nisha_shut_the_player_down.wav |367_Yo_Nisha_shut_the_player_down.wav |367_Yo_Nisha_shut_the_player_down.wav |367_Yo_Nisha_shut_the_player_down.wav |367_Yo_Nisha_shut_the_player_down.wav |1
Hey Nisha, close living room AC now|368_Hey_Nisha_close_living_room_AC_now.wav |368_Hey_Nisha_close_living_room_AC_now.wav |368_Hey_Nisha_close_living_room_AC_now.wav |368_Hey_Nisha_close_living_room_AC_now.wav |368_Hey_Nisha_close_living_room_AC_now.wav |368_Hey_Nisha_close_living_room_AC_now.wav |368_Hey_Nisha_close_living_room_AC_now.wav |368_Hey_Nisha_close_living_room_AC_now.wav |1
Nisha, go ahead and close that window|369_Nisha_go_ahead_and_close_that_window.wav |369_Nisha_go_ahead_and_close_that_window.wav |369_Nisha_go_ahead_and_close_that_window.wav |369_Nisha_go_ahead_and_close_that_window.wav |369_Nisha_go_ahead_and_close_that_window.wav |369_Nisha_go_ahead_and_close_that_window.wav |369_Nisha_go_ahead_and_close_that_window.wav |369_Nisha_go_ahead_and_close_that_window.wav |1
Nisha, can you close the pop-up?|370_Nisha_can_you_close_the_popup.wav |370_Nisha_can_you_close_the_popup.wav |370_Nisha_can_you_close_the_popup.wav |370_Nisha_can_you_close_the_popup.wav |370_Nisha_can_you_close_the_popup.wav |370_Nisha_can_you_close_the_popup.wav |370_Nisha_can_you_close_the_popup.wav |370_Nisha_can_you_close_the_popup.wav |1
Nisha, close the program, please|371_Nisha_close_the_program_please.wav |371_Nisha_close_the_program_please.wav |371_Nisha_close_the_program_please.wav |371_Nisha_close_the_program_please.wav |371_Nisha_close_the_program_please.wav |371_Nisha_close_the_program_please.wav |371_Nisha_close_the_program_please.wav |371_Nisha_close_the_program_please.wav |1
Nisha, go on and close the privacy screen|372_Nisha_go_on_and_close_the_privacy_screen.wav |372_Nisha_go_on_and_close_the_privacy_screen.wav |372_Nisha_go_on_and_close_the_privacy_screen.wav |372_Nisha_go_on_and_close_the_privacy_screen.wav |372_Nisha_go_on_and_close_the_privacy_screen.wav |372_Nisha_go_on_and_close_the_privacy_screen.wav |372_Nisha_go_on_and_close_the_privacy_screen.wav |372_Nisha_go_on_and_close_the_privacy_screen.wav |1
Nisha, terminate the video call|373_Nisha_terminate_the_video_call.wav |373_Nisha_terminate_the_video_call.wav |373_Nisha_terminate_the_video_call.wav |373_Nisha_terminate_the_video_call.wav |373_Nisha_terminate_the_video_call.wav |373_Nisha_terminate_the_video_call.wav |373_Nisha_terminate_the_video_call.wav |373_Nisha_terminate_the_video_call.wav |1
Nisha, close the safe deposit box|374_Nisha_close_the_safe_deposit_box.wav |374_Nisha_close_the_safe_deposit_box.wav |374_Nisha_close_the_safe_deposit_box.wav |374_Nisha_close_the_safe_deposit_box.wav |374_Nisha_close_the_safe_deposit_box.wav |374_Nisha_close_the_safe_deposit_box.wav |374_Nisha_close_the_safe_deposit_box.wav |374_Nisha_close_the_safe_deposit_box.wav |1
Nisha, close the server rack|375_Nisha_close_the_server_rack.wav |375_Nisha_close_the_server_rack.wav |375_Nisha_close_the_server_rack.wav |375_Nisha_close_the_server_rack.wav |375_Nisha_close_the_server_rack.wav |375_Nisha_close_the_server_rack.wav |375_Nisha_close_the_server_rack.wav |375_Nisha_close_the_server_rack.wav |1
Nisha, close the bird cage|376_Nisha_close_the_bird_cage.wav |376_Nisha_close_the_bird_cage.wav |376_Nisha_close_the_bird_cage.wav |376_Nisha_close_the_bird_cage.wav |376_Nisha_close_the_bird_cage.wav |376_Nisha_close_the_bird_cage.wav |376_Nisha_close_the_bird_cage.wav |376_Nisha_close_the_bird_cage.wav |1
Nisha, shut that app down real quick|377_Nisha_shut_that_app_down_real_quick.wav |377_Nisha_shut_that_app_down_real_quick.wav |377_Nisha_shut_that_app_down_real_quick.wav |377_Nisha_shut_that_app_down_real_quick.wav |377_Nisha_shut_that_app_down_real_quick.wav |377_Nisha_shut_that_app_down_real_quick.wav |377_Nisha_shut_that_app_down_real_quick.wav |377_Nisha_shut_that_app_down_real_quick.wav |1
Hey Nisha, play the new Taylor Swift video over on YouTube|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.wav |1
yo Nisha, look up|379_yo_Nisha_look_up.wav |379_yo_Nisha_look_up.wav |379_yo_Nisha_look_up.wav |379_yo_Nisha_look_up.wav |379_yo_Nisha_look_up.wav |379_yo_Nisha_look_up.wav |379_yo_Nisha_look_up.wav |379_yo_Nisha_look_up.wav |1
Nisha, look for|380_Nisha_look_for.wav |380_Nisha_look_for.wav |380_Nisha_look_for.wav |380_Nisha_look_for.wav |380_Nisha_look_for.wav |380_Nisha_look_for.wav |380_Nisha_look_for.wav |380_Nisha_look_for.wav |1
Nisha, what do even do?|381_Nisha_what_do_even_do.wav |381_Nisha_what_do_even_do.wav |381_Nisha_what_do_even_do.wav |381_Nisha_what_do_even_do.wav |381_Nisha_what_do_even_do.wav |381_Nisha_what_do_even_do.wav |381_Nisha_what_do_even_do.wav |381_Nisha_what_do_even_do.wav |1
Nisha, what’s your favorite movie genre?|382_Nisha_whats_your_favorite_movie_genre.wav |382_Nisha_whats_your_favorite_movie_genre.wav |382_Nisha_whats_your_favorite_movie_genre.wav |382_Nisha_whats_your_favorite_movie_genre.wav |382_Nisha_whats_your_favorite_movie_genre.wav |382_Nisha_whats_your_favorite_movie_genre.wav |382_Nisha_whats_your_favorite_movie_genre.wav |382_Nisha_whats_your_favorite_movie_genre.wav |1
Nisha, how’s your day going?|383_Nisha_hows_your_day_going.wav |383_Nisha_hows_your_day_going.wav |383_Nisha_hows_your_day_going.wav |383_Nisha_hows_your_day_going.wav |383_Nisha_hows_your_day_going.wav |383_Nisha_hows_your_day_going.wav |383_Nisha_hows_your_day_going.wav |383_Nisha_hows_your_day_going.wav |1
Nisha, are more like JARVIS or more like Alexa?|384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |384_Nisha_are_more_like_JARVIS_or_more_like_Alexa.wav |1
Nisha, what would do if ruled the world?|385_Nisha_what_would_do_if_ruled_the_world.wav |385_Nisha_what_would_do_if_ruled_the_world.wav |385_Nisha_what_would_do_if_ruled_the_world.wav |385_Nisha_what_would_do_if_ruled_the_world.wav |385_Nisha_what_would_do_if_ruled_the_world.wav |385_Nisha_what_would_do_if_ruled_the_world.wav |385_Nisha_what_would_do_if_ruled_the_world.wav |385_Nisha_what_would_do_if_ruled_the_world.wav |1
What’s your superpower, Nisha?|386_Whats_your_superpower_Nisha.wav |386_Whats_your_superpower_Nisha.wav |386_Whats_your_superpower_Nisha.wav |386_Whats_your_superpower_Nisha.wav |386_Whats_your_superpower_Nisha.wav |386_Whats_your_superpower_Nisha.wav |386_Whats_your_superpower_Nisha.wav |386_Whats_your_superpower_Nisha.wav |1
Nisha, what’s your spirit animal?|387_Nisha_whats_your_spirit_animal.wav |387_Nisha_whats_your_spirit_animal.wav |387_Nisha_whats_your_spirit_animal.wav |387_Nisha_whats_your_spirit_animal.wav |387_Nisha_whats_your_spirit_animal.wav |387_Nisha_whats_your_spirit_animal.wav |387_Nisha_whats_your_spirit_animal.wav |387_Nisha_whats_your_spirit_animal.wav |1
Nisha, tell me a fake but funny fact|388_Nisha_tell_me_a_fake_but_funny_fact.wav |388_Nisha_tell_me_a_fake_but_funny_fact.wav |388_Nisha_tell_me_a_fake_but_funny_fact.wav |388_Nisha_tell_me_a_fake_but_funny_fact.wav |388_Nisha_tell_me_a_fake_but_funny_fact.wav |388_Nisha_tell_me_a_fake_but_funny_fact.wav |388_Nisha_tell_me_a_fake_but_funny_fact.wav |388_Nisha_tell_me_a_fake_but_funny_fact.wav |1
what are up to, Nisha?|389_what_are_up_to_Nisha.wav |389_what_are_up_to_Nisha.wav |389_what_are_up_to_Nisha.wav |389_what_are_up_to_Nisha.wav |389_what_are_up_to_Nisha.wav |389_what_are_up_to_Nisha.wav |389_what_are_up_to_Nisha.wav |389_what_are_up_to_Nisha.wav |1
Nisha, tell me something cool|390_Nisha_tell_me_something_cool.wav |390_Nisha_tell_me_something_cool.wav |390_Nisha_tell_me_something_cool.wav |390_Nisha_tell_me_something_cool.wav |390_Nisha_tell_me_something_cool.wav |390_Nisha_tell_me_something_cool.wav |390_Nisha_tell_me_something_cool.wav |390_Nisha_tell_me_something_cool.wav |1
tell me a fun fact, Nisha|391_tell_me_a_fun_fact_Nisha.wav |391_tell_me_a_fun_fact_Nisha.wav |391_tell_me_a_fun_fact_Nisha.wav |391_tell_me_a_fun_fact_Nisha.wav |391_tell_me_a_fun_fact_Nisha.wav |391_tell_me_a_fun_fact_Nisha.wav |391_tell_me_a_fun_fact_Nisha.wav |391_tell_me_a_fun_fact_Nisha.wav |1
Nisha, are my friend?|392_Nisha_are_my_friend.wav |392_Nisha_are_my_friend.wav |392_Nisha_are_my_friend.wav |392_Nisha_are_my_friend.wav |392_Nisha_are_my_friend.wav |392_Nisha_are_my_friend.wav |392_Nisha_are_my_friend.wav |392_Nisha_are_my_friend.wav |1
Nisha, are feeling okay?|393_Nisha_are_feeling_okay.wav |393_Nisha_are_feeling_okay.wav |393_Nisha_are_feeling_okay.wav |393_Nisha_are_feeling_okay.wav |393_Nisha_are_feeling_okay.wav |393_Nisha_are_feeling_okay.wav |393_Nisha_are_feeling_okay.wav |393_Nisha_are_feeling_okay.wav |1
Nisha, do ever feel alone?|394_Nisha_do_ever_feel_alone.wav |394_Nisha_do_ever_feel_alone.wav |394_Nisha_do_ever_feel_alone.wav |394_Nisha_do_ever_feel_alone.wav |394_Nisha_do_ever_feel_alone.wav |394_Nisha_do_ever_feel_alone.wav |394_Nisha_do_ever_feel_alone.wav |394_Nisha_do_ever_feel_alone.wav |1
Nisha, what would do in my shoes?|395_Nisha_what_would_do_in_my_shoes.wav |395_Nisha_what_would_do_in_my_shoes.wav |395_Nisha_what_would_do_in_my_shoes.wav |395_Nisha_what_would_do_in_my_shoes.wav |395_Nisha_what_would_do_in_my_shoes.wav |395_Nisha_what_would_do_in_my_shoes.wav |395_Nisha_what_would_do_in_my_shoes.wav |395_Nisha_what_would_do_in_my_shoes.wav |1
Nisha, do get jealous of other AIs?|396_Nisha_do_get_jealous_of_other_AIs.wav |396_Nisha_do_get_jealous_of_other_AIs.wav |396_Nisha_do_get_jealous_of_other_AIs.wav |396_Nisha_do_get_jealous_of_other_AIs.wav |396_Nisha_do_get_jealous_of_other_AIs.wav |396_Nisha_do_get_jealous_of_other_AIs.wav |396_Nisha_do_get_jealous_of_other_AIs.wav |396_Nisha_do_get_jealous_of_other_AIs.wav |1
why do crave noodles at 2 am, Nisha?|397_why_do_crave_noodles_at_2_am_Nisha.wav |397_why_do_crave_noodles_at_2_am_Nisha.wav |397_why_do_crave_noodles_at_2_am_Nisha.wav |397_why_do_crave_noodles_at_2_am_Nisha.wav |397_why_do_crave_noodles_at_2_am_Nisha.wav |397_why_do_crave_noodles_at_2_am_Nisha.wav |397_why_do_crave_noodles_at_2_am_Nisha.wav |397_why_do_crave_noodles_at_2_am_Nisha.wav |1
Nisha, rate my existence from 1 to existential crisis|398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |398_Nisha_rate_my_existence_from_1_to_existential_crisis.wav |1
Nisha, why does my brain do random flashbacks at 3am?|399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |399_Nisha_why_does_my_brain_do_random_flashbacks_at_3am.wav |1
Nisha, how do get rich without moving?|400_Nisha_how_do_get_rich_without_moving.wav |400_Nisha_how_do_get_rich_without_moving.wav |400_Nisha_how_do_get_rich_without_moving.wav |400_Nisha_how_do_get_rich_without_moving.wav |400_Nisha_how_do_get_rich_without_moving.wav |400_Nisha_how_do_get_rich_without_moving.wav |400_Nisha_how_do_get_rich_without_moving.wav |400_Nisha_how_do_get_rich_without_moving.wav |1
hello again, Nisha|401_hello_again_Nisha.wav |401_hello_again_Nisha.wav |401_hello_again_Nisha.wav |401_hello_again_Nisha.wav |401_hello_again_Nisha.wav |401_hello_again_Nisha.wav |401_hello_again_Nisha.wav |401_hello_again_Nisha.wav |1
Nisha, entertain me|402_Nisha_entertain_me.wav |402_Nisha_entertain_me.wav |402_Nisha_entertain_me.wav |402_Nisha_entertain_me.wav |402_Nisha_entertain_me.wav |402_Nisha_entertain_me.wav |402_Nisha_entertain_me.wav |402_Nisha_entertain_me.wav |1
Nisha, what’s good?|403_Nisha_whats_good.wav |403_Nisha_whats_good.wav |403_Nisha_whats_good.wav |403_Nisha_whats_good.wav |403_Nisha_whats_good.wav |403_Nisha_whats_good.wav |403_Nisha_whats_good.wav |403_Nisha_whats_good.wav |1
Nisha, drop me some wisdom|404_Nisha_drop_me_some_wisdom.wav |404_Nisha_drop_me_some_wisdom.wav |404_Nisha_drop_me_some_wisdom.wav |404_Nisha_drop_me_some_wisdom.wav |404_Nisha_drop_me_some_wisdom.wav |404_Nisha_drop_me_some_wisdom.wav |404_Nisha_drop_me_some_wisdom.wav |404_Nisha_drop_me_some_wisdom.wav |1
why are called NISHA?|405_why_are_called_NISHA.wav |405_why_are_called_NISHA.wav |405_why_are_called_NISHA.wav |405_why_are_called_NISHA.wav |405_why_are_called_NISHA.wav |405_why_are_called_NISHA.wav |405_why_are_called_NISHA.wav |405_why_are_called_NISHA.wav |1
hello, Nisha|406_hello_Nisha.wav |406_hello_Nisha.wav |406_hello_Nisha.wav |406_hello_Nisha.wav |406_hello_Nisha.wav |406_hello_Nisha.wav |406_hello_Nisha.wav |406_hello_Nisha.wav |1
sup Nisha|407_sup_Nisha.wav |407_sup_Nisha.wav |407_sup_Nisha.wav |407_sup_Nisha.wav |407_sup_Nisha.wav |407_sup_Nisha.wav |407_sup_Nisha.wav |407_sup_Nisha.wav |1
morning, Nisha!|408_morning_Nisha.wav |408_morning_Nisha.wav |408_morning_Nisha.wav |408_morning_Nisha.wav |408_morning_Nisha.wav |408_morning_Nisha.wav |408_morning_Nisha.wav |408_morning_Nisha.wav |1
yo Nisha!|409_yo_Nisha.wav |409_yo_Nisha.wav |409_yo_Nisha.wav |409_yo_Nisha.wav |409_yo_Nisha.wav |409_yo_Nisha.wav |409_yo_Nisha.wav |409_yo_Nisha.wav |1
