text|en-US-AlloyTurboMultilingualNeural|en-US-AndrewMultilingualNeural|en-US-AvaMultilingualNeural|en-US-BrandonMultilingualNeural|en-US-BrianMultilingualNeural|en-US-ChristopherMultilingualNeural|en-US-CoraMultilingualNeural|en-US-DavisMultilingualNeural|label
Do you want to join me for a walk in the park?|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|134_Do_you_want_to_join_me_for_a_walk_in_the_park.wav|0
Hey, did you watch the match last night?|135_Hey_did_you_watch_the_match_last_night.wav|135_Hey_did_you_watch_the_match_last_night.wav|135_Hey_did_you_watch_the_match_last_night.wav|135_Hey_did_you_watch_the_match_last_night.wav|135_Hey_did_you_watch_the_match_last_night.wav|135_Hey_did_you_watch_the_match_last_night.wav|135_Hey_did_you_watch_the_match_last_night.wav|135_Hey_did_you_watch_the_match_last_night.wav|0
I can’t believe how much homework we have this weekend.|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|136_I_cant_believe_how_much_homework_we_have_this_weekend.wav|0
Are we still meeting at the café later?|137_Are_we_still_meeting_at_the_caf_later.wav|137_Are_we_still_meeting_at_the_caf_later.wav|137_Are_we_still_meeting_at_the_caf_later.wav|137_Are_we_still_meeting_at_the_caf_later.wav|137_Are_we_still_meeting_at_the_caf_later.wav|137_Are_we_still_meeting_at_the_caf_later.wav|137_Are_we_still_meeting_at_the_caf_later.wav|137_Are_we_still_meeting_at_the_caf_later.wav|0
That movie was hilarious, I laughed the whole time.|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|138_That_movie_was_hilarious_I_laughed_the_whole_time.wav|0
Do you remember where we left the keys yesterday?|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|139_Do_you_remember_where_we_left_the_keys_yesterday.wav|0
I’m craving pizza tonight, want to order together?|140_Im_craving_pizza_tonight_want_to_order_together.wav|140_Im_craving_pizza_tonight_want_to_order_together.wav|140_Im_craving_pizza_tonight_want_to_order_together.wav|140_Im_craving_pizza_tonight_want_to_order_together.wav|140_Im_craving_pizza_tonight_want_to_order_together.wav|140_Im_craving_pizza_tonight_want_to_order_together.wav|140_Im_craving_pizza_tonight_want_to_order_together.wav|140_Im_craving_pizza_tonight_want_to_order_together.wav|0
How’s your new project going?|141_Hows_your_new_project_going.wav|141_Hows_your_new_project_going.wav|141_Hows_your_new_project_going.wav|141_Hows_your_new_project_going.wav|141_Hows_your_new_project_going.wav|141_Hows_your_new_project_going.wav|141_Hows_your_new_project_going.wav|141_Hows_your_new_project_going.wav|0
Let’s plan a trip for the upcoming holiday.|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|142_Lets_plan_a_trip_for_the_upcoming_holiday.wav|0
Did you hear about the surprise party on Friday?|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|143_Did_you_hear_about_the_surprise_party_on_Friday.wav|0
Hey, did you finish the book I lent you?|144_Hey_did_you_finish_the_book_I_lent_you.wav|144_Hey_did_you_finish_the_book_I_lent_you.wav|144_Hey_did_you_finish_the_book_I_lent_you.wav|144_Hey_did_you_finish_the_book_I_lent_you.wav|144_Hey_did_you_finish_the_book_I_lent_you.wav|144_Hey_did_you_finish_the_book_I_lent_you.wav|144_Hey_did_you_finish_the_book_I_lent_you.wav|144_Hey_did_you_finish_the_book_I_lent_you.wav|0
I can’t believe how cold it’s getting these days.|145_I_cant_believe_how_cold_its_getting_these_days.wav|145_I_cant_believe_how_cold_its_getting_these_days.wav|145_I_cant_believe_how_cold_its_getting_these_days.wav|145_I_cant_believe_how_cold_its_getting_these_days.wav|145_I_cant_believe_how_cold_its_getting_these_days.wav|145_I_cant_believe_how_cold_its_getting_these_days.wav|145_I_cant_believe_how_cold_its_getting_these_days.wav|145_I_cant_believe_how_cold_its_getting_these_days.wav|0
Are we still on for the movie tonight?|146_Are_we_still_on_for_the_movie_tonight.wav|146_Are_we_still_on_for_the_movie_tonight.wav|146_Are_we_still_on_for_the_movie_tonight.wav|146_Are_we_still_on_for_the_movie_tonight.wav|146_Are_we_still_on_for_the_movie_tonight.wav|146_Are_we_still_on_for_the_movie_tonight.wav|146_Are_we_still_on_for_the_movie_tonight.wav|146_Are_we_still_on_for_the_movie_tonight.wav|0
That cake you baked was amazing!|147_That_cake_you_baked_was_amazing.wav|147_That_cake_you_baked_was_amazing.wav|147_That_cake_you_baked_was_amazing.wav|147_That_cake_you_baked_was_amazing.wav|147_That_cake_you_baked_was_amazing.wav|147_That_cake_you_baked_was_amazing.wav|147_That_cake_you_baked_was_amazing.wav|147_That_cake_you_baked_was_amazing.wav|0
Did you see the latest episode of that show?|148_Did_you_see_the_latest_episode_of_that_show.wav|148_Did_you_see_the_latest_episode_of_that_show.wav|148_Did_you_see_the_latest_episode_of_that_show.wav|148_Did_you_see_the_latest_episode_of_that_show.wav|148_Did_you_see_the_latest_episode_of_that_show.wav|148_Did_you_see_the_latest_episode_of_that_show.wav|148_Did_you_see_the_latest_episode_of_that_show.wav|148_Did_you_see_the_latest_episode_of_that_show.wav|0
I’m thinking of starting a new hobby.|149_Im_thinking_of_starting_a_new_hobby.wav|149_Im_thinking_of_starting_a_new_hobby.wav|149_Im_thinking_of_starting_a_new_hobby.wav|149_Im_thinking_of_starting_a_new_hobby.wav|149_Im_thinking_of_starting_a_new_hobby.wav|149_Im_thinking_of_starting_a_new_hobby.wav|149_Im_thinking_of_starting_a_new_hobby.wav|149_Im_thinking_of_starting_a_new_hobby.wav|0
Let’s meet at the park this afternoon.|150_Lets_meet_at_the_park_this_afternoon.wav|150_Lets_meet_at_the_park_this_afternoon.wav|150_Lets_meet_at_the_park_this_afternoon.wav|150_Lets_meet_at_the_park_this_afternoon.wav|150_Lets_meet_at_the_park_this_afternoon.wav|150_Lets_meet_at_the_park_this_afternoon.wav|150_Lets_meet_at_the_park_this_afternoon.wav|150_Lets_meet_at_the_park_this_afternoon.wav|0
Do you want to join the online gaming session later?|151_Do_you_want_to_join_the_online_gaming_session_later.wav|151_Do_you_want_to_join_the_online_gaming_session_later.wav|151_Do_you_want_to_join_the_online_gaming_session_later.wav|151_Do_you_want_to_join_the_online_gaming_session_later.wav|151_Do_you_want_to_join_the_online_gaming_session_later.wav|151_Do_you_want_to_join_the_online_gaming_session_later.wav|151_Do_you_want_to_join_the_online_gaming_session_later.wav|151_Do_you_want_to_join_the_online_gaming_session_later.wav|0
I’ve got so many emails to catch up on.|152_Ive_got_so_many_emails_to_catch_up_on.wav|152_Ive_got_so_many_emails_to_catch_up_on.wav|152_Ive_got_so_many_emails_to_catch_up_on.wav|152_Ive_got_so_many_emails_to_catch_up_on.wav|152_Ive_got_so_many_emails_to_catch_up_on.wav|152_Ive_got_so_many_emails_to_catch_up_on.wav|152_Ive_got_so_many_emails_to_catch_up_on.wav|152_Ive_got_so_many_emails_to_catch_up_on.wav|0
Have you tried that new coffee shop on Main Street?|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|153_Have_you_tried_that_new_coffee_shop_on_Main_Street.wav|0
Don’t forget to bring the notebook tomorrow.|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|154_Dont_forget_to_bring_the_notebook_tomorrow.wav|0
I love the playlist you shared with me.|155_I_love_the_playlist_you_shared_with_me.wav|155_I_love_the_playlist_you_shared_with_me.wav|155_I_love_the_playlist_you_shared_with_me.wav|155_I_love_the_playlist_you_shared_with_me.wav|155_I_love_the_playlist_you_shared_with_me.wav|155_I_love_the_playlist_you_shared_with_me.wav|155_I_love_the_playlist_you_shared_with_me.wav|155_I_love_the_playlist_you_shared_with_me.wav|0
What’s the plan for the weekend?|156_Whats_the_plan_for_the_weekend.wav|156_Whats_the_plan_for_the_weekend.wav|156_Whats_the_plan_for_the_weekend.wav|156_Whats_the_plan_for_the_weekend.wav|156_Whats_the_plan_for_the_weekend.wav|156_Whats_the_plan_for_the_weekend.wav|156_Whats_the_plan_for_the_weekend.wav|156_Whats_the_plan_for_the_weekend.wav|0
My phone battery died again, I need a new one.|157_My_phone_battery_died_again_I_need_a_new_one.wav|157_My_phone_battery_died_again_I_need_a_new_one.wav|157_My_phone_battery_died_again_I_need_a_new_one.wav|157_My_phone_battery_died_again_I_need_a_new_one.wav|157_My_phone_battery_died_again_I_need_a_new_one.wav|157_My_phone_battery_died_again_I_need_a_new_one.wav|157_My_phone_battery_died_again_I_need_a_new_one.wav|157_My_phone_battery_died_again_I_need_a_new_one.wav|0
Did you get the package I sent?|158_Did_you_get_the_package_I_sent.wav|158_Did_you_get_the_package_I_sent.wav|158_Did_you_get_the_package_I_sent.wav|158_Did_you_get_the_package_I_sent.wav|158_Did_you_get_the_package_I_sent.wav|158_Did_you_get_the_package_I_sent.wav|158_Did_you_get_the_package_I_sent.wav|158_Did_you_get_the_package_I_sent.wav|0
I’m so tired from yesterday’s workout.|159_Im_so_tired_from_yesterdays_workout.wav|159_Im_so_tired_from_yesterdays_workout.wav|159_Im_so_tired_from_yesterdays_workout.wav|159_Im_so_tired_from_yesterdays_workout.wav|159_Im_so_tired_from_yesterdays_workout.wav|159_Im_so_tired_from_yesterdays_workout.wav|159_Im_so_tired_from_yesterdays_workout.wav|159_Im_so_tired_from_yesterdays_workout.wav|0
Are we doing a video call later today?|160_Are_we_doing_a_video_call_later_today.wav|160_Are_we_doing_a_video_call_later_today.wav|160_Are_we_doing_a_video_call_later_today.wav|160_Are_we_doing_a_video_call_later_today.wav|160_Are_we_doing_a_video_call_later_today.wav|160_Are_we_doing_a_video_call_later_today.wav|160_Are_we_doing_a_video_call_later_today.wav|160_Are_we_doing_a_video_call_later_today.wav|0
That joke you told was hilarious.|161_That_joke_you_told_was_hilarious.wav|161_That_joke_you_told_was_hilarious.wav|161_That_joke_you_told_was_hilarious.wav|161_That_joke_you_told_was_hilarious.wav|161_That_joke_you_told_was_hilarious.wav|161_That_joke_you_told_was_hilarious.wav|161_That_joke_you_told_was_hilarious.wav|161_That_joke_you_told_was_hilarious.wav|0
Let’s go hiking next weekend.|162_Lets_go_hiking_next_weekend.wav|162_Lets_go_hiking_next_weekend.wav|162_Lets_go_hiking_next_weekend.wav|162_Lets_go_hiking_next_weekend.wav|162_Lets_go_hiking_next_weekend.wav|162_Lets_go_hiking_next_weekend.wav|162_Lets_go_hiking_next_weekend.wav|162_Lets_go_hiking_next_weekend.wav|0
I need to buy some groceries today.|163_I_need_to_buy_some_groceries_today.wav|163_I_need_to_buy_some_groceries_today.wav|163_I_need_to_buy_some_groceries_today.wav|163_I_need_to_buy_some_groceries_today.wav|163_I_need_to_buy_some_groceries_today.wav|163_I_need_to_buy_some_groceries_today.wav|163_I_need_to_buy_some_groceries_today.wav|163_I_need_to_buy_some_groceries_today.wav|0
Did you check the traffic this morning?|164_Did_you_check_the_traffic_this_morning.wav|164_Did_you_check_the_traffic_this_morning.wav|164_Did_you_check_the_traffic_this_morning.wav|164_Did_you_check_the_traffic_this_morning.wav|164_Did_you_check_the_traffic_this_morning.wav|164_Did_you_check_the_traffic_this_morning.wav|164_Did_you_check_the_traffic_this_morning.wav|164_Did_you_check_the_traffic_this_morning.wav|0
Have you done your assignment yet?|165_Have_you_done_your_assignment_yet.wav|165_Have_you_done_your_assignment_yet.wav|165_Have_you_done_your_assignment_yet.wav|165_Have_you_done_your_assignment_yet.wav|165_Have_you_done_your_assignment_yet.wav|165_Have_you_done_your_assignment_yet.wav|165_Have_you_done_your_assignment_yet.wav|165_Have_you_done_your_assignment_yet.wav|0
Let’s grab lunch together tomorrow.|166_Lets_grab_lunch_together_tomorrow.wav|166_Lets_grab_lunch_together_tomorrow.wav|166_Lets_grab_lunch_together_tomorrow.wav|166_Lets_grab_lunch_together_tomorrow.wav|166_Lets_grab_lunch_together_tomorrow.wav|166_Lets_grab_lunch_together_tomorrow.wav|166_Lets_grab_lunch_together_tomorrow.wav|166_Lets_grab_lunch_together_tomorrow.wav|0
That song is stuck in my head all day.|167_That_song_is_stuck_in_my_head_all_day.wav|167_That_song_is_stuck_in_my_head_all_day.wav|167_That_song_is_stuck_in_my_head_all_day.wav|167_That_song_is_stuck_in_my_head_all_day.wav|167_That_song_is_stuck_in_my_head_all_day.wav|167_That_song_is_stuck_in_my_head_all_day.wav|167_That_song_is_stuck_in_my_head_all_day.wav|167_That_song_is_stuck_in_my_head_all_day.wav|0
I need some tips for my presentation.|168_I_need_some_tips_for_my_presentation.wav|168_I_need_some_tips_for_my_presentation.wav|168_I_need_some_tips_for_my_presentation.wav|168_I_need_some_tips_for_my_presentation.wav|168_I_need_some_tips_for_my_presentation.wav|168_I_need_some_tips_for_my_presentation.wav|168_I_need_some_tips_for_my_presentation.wav|168_I_need_some_tips_for_my_presentation.wav|0
Don’t forget the keys for the car.|169_Dont_forget_the_keys_for_the_car.wav|169_Dont_forget_the_keys_for_the_car.wav|169_Dont_forget_the_keys_for_the_car.wav|169_Dont_forget_the_keys_for_the_car.wav|169_Dont_forget_the_keys_for_the_car.wav|169_Dont_forget_the_keys_for_the_car.wav|169_Dont_forget_the_keys_for_the_car.wav|169_Dont_forget_the_keys_for_the_car.wav|0
I love the new shoes you bought.|170_I_love_the_new_shoes_you_bought.wav|170_I_love_the_new_shoes_you_bought.wav|170_I_love_the_new_shoes_you_bought.wav|170_I_love_the_new_shoes_you_bought.wav|170_I_love_the_new_shoes_you_bought.wav|170_I_love_the_new_shoes_you_bought.wav|170_I_love_the_new_shoes_you_bought.wav|170_I_love_the_new_shoes_you_bought.wav|0
Can you recommend a good book?|171_Can_you_recommend_a_good_book.wav|171_Can_you_recommend_a_good_book.wav|171_Can_you_recommend_a_good_book.wav|171_Can_you_recommend_a_good_book.wav|171_Can_you_recommend_a_good_book.wav|171_Can_you_recommend_a_good_book.wav|171_Can_you_recommend_a_good_book.wav|171_Can_you_recommend_a_good_book.wav|0
I’m planning a surprise for our friend.|172_Im_planning_a_surprise_for_our_friend.wav|172_Im_planning_a_surprise_for_our_friend.wav|172_Im_planning_a_surprise_for_our_friend.wav|172_Im_planning_a_surprise_for_our_friend.wav|172_Im_planning_a_surprise_for_our_friend.wav|172_Im_planning_a_surprise_for_our_friend.wav|172_Im_planning_a_surprise_for_our_friend.wav|172_Im_planning_a_surprise_for_our_friend.wav|0
Let’s go swimming this weekend.|173_Lets_go_swimming_this_weekend.wav|173_Lets_go_swimming_this_weekend.wav|173_Lets_go_swimming_this_weekend.wav|173_Lets_go_swimming_this_weekend.wav|173_Lets_go_swimming_this_weekend.wav|173_Lets_go_swimming_this_weekend.wav|173_Lets_go_swimming_this_weekend.wav|173_Lets_go_swimming_this_weekend.wav|0
I can’t find my wallet anywhere.|174_I_cant_find_my_wallet_anywhere.wav|174_I_cant_find_my_wallet_anywhere.wav|174_I_cant_find_my_wallet_anywhere.wav|174_I_cant_find_my_wallet_anywhere.wav|174_I_cant_find_my_wallet_anywhere.wav|174_I_cant_find_my_wallet_anywhere.wav|174_I_cant_find_my_wallet_anywhere.wav|174_I_cant_find_my_wallet_anywhere.wav|0
Did you hear the news today?|175_Did_you_hear_the_news_today.wav|175_Did_you_hear_the_news_today.wav|175_Did_you_hear_the_news_today.wav|175_Did_you_hear_the_news_today.wav|175_Did_you_hear_the_news_today.wav|175_Did_you_hear_the_news_today.wav|175_Did_you_hear_the_news_today.wav|175_Did_you_hear_the_news_today.wav|0
That restaurant was crowded last night.|176_That_restaurant_was_crowded_last_night.wav|176_That_restaurant_was_crowded_last_night.wav|176_That_restaurant_was_crowded_last_night.wav|176_That_restaurant_was_crowded_last_night.wav|176_That_restaurant_was_crowded_last_night.wav|176_That_restaurant_was_crowded_last_night.wav|176_That_restaurant_was_crowded_last_night.wav|176_That_restaurant_was_crowded_last_night.wav|0
I’m thinking about starting a small garden.|177_Im_thinking_about_starting_a_small_garden.wav|177_Im_thinking_about_starting_a_small_garden.wav|177_Im_thinking_about_starting_a_small_garden.wav|177_Im_thinking_about_starting_a_small_garden.wav|177_Im_thinking_about_starting_a_small_garden.wav|177_Im_thinking_about_starting_a_small_garden.wav|177_Im_thinking_about_starting_a_small_garden.wav|177_Im_thinking_about_starting_a_small_garden.wav|0
Don’t forget to call your parents.|178_Dont_forget_to_call_your_parents.wav|178_Dont_forget_to_call_your_parents.wav|178_Dont_forget_to_call_your_parents.wav|178_Dont_forget_to_call_your_parents.wav|178_Dont_forget_to_call_your_parents.wav|178_Dont_forget_to_call_your_parents.wav|178_Dont_forget_to_call_your_parents.wav|178_Dont_forget_to_call_your_parents.wav|0
I need a coffee break.|179_I_need_a_coffee_break.wav|179_I_need_a_coffee_break.wav|179_I_need_a_coffee_break.wav|179_I_need_a_coffee_break.wav|179_I_need_a_coffee_break.wav|179_I_need_a_coffee_break.wav|179_I_need_a_coffee_break.wav|179_I_need_a_coffee_break.wav|0
That game we played yesterday was fun.|180_That_game_we_played_yesterday_was_fun.wav|180_That_game_we_played_yesterday_was_fun.wav|180_That_game_we_played_yesterday_was_fun.wav|180_That_game_we_played_yesterday_was_fun.wav|180_That_game_we_played_yesterday_was_fun.wav|180_That_game_we_played_yesterday_was_fun.wav|180_That_game_we_played_yesterday_was_fun.wav|180_That_game_we_played_yesterday_was_fun.wav|0
Have you tried meditation before?|181_Have_you_tried_meditation_before.wav|181_Have_you_tried_meditation_before.wav|181_Have_you_tried_meditation_before.wav|181_Have_you_tried_meditation_before.wav|181_Have_you_tried_meditation_before.wav|181_Have_you_tried_meditation_before.wav|181_Have_you_tried_meditation_before.wav|181_Have_you_tried_meditation_before.wav|0
I think it’s going to rain today.|182_I_think_its_going_to_rain_today.wav|182_I_think_its_going_to_rain_today.wav|182_I_think_its_going_to_rain_today.wav|182_I_think_its_going_to_rain_today.wav|182_I_think_its_going_to_rain_today.wav|182_I_think_its_going_to_rain_today.wav|182_I_think_its_going_to_rain_today.wav|182_I_think_its_going_to_rain_today.wav|0
Let’s bake cookies this evening.|183_Lets_bake_cookies_this_evening.wav|183_Lets_bake_cookies_this_evening.wav|183_Lets_bake_cookies_this_evening.wav|183_Lets_bake_cookies_this_evening.wav|183_Lets_bake_cookies_this_evening.wav|183_Lets_bake_cookies_this_evening.wav|183_Lets_bake_cookies_this_evening.wav|183_Lets_bake_cookies_this_evening.wav|0
Did you finish watching that series?|184_Did_you_finish_watching_that_series.wav|184_Did_you_finish_watching_that_series.wav|184_Did_you_finish_watching_that_series.wav|184_Did_you_finish_watching_that_series.wav|184_Did_you_finish_watching_that_series.wav|184_Did_you_finish_watching_that_series.wav|184_Did_you_finish_watching_that_series.wav|184_Did_you_finish_watching_that_series.wav|0
I’m so excited for the trip next month.|185_Im_so_excited_for_the_trip_next_month.wav|185_Im_so_excited_for_the_trip_next_month.wav|185_Im_so_excited_for_the_trip_next_month.wav|185_Im_so_excited_for_the_trip_next_month.wav|185_Im_so_excited_for_the_trip_next_month.wav|185_Im_so_excited_for_the_trip_next_month.wav|185_Im_so_excited_for_the_trip_next_month.wav|185_Im_so_excited_for_the_trip_next_month.wav|0
That movie left me speechless.|186_That_movie_left_me_speechless.wav|186_That_movie_left_me_speechless.wav|186_That_movie_left_me_speechless.wav|186_That_movie_left_me_speechless.wav|186_That_movie_left_me_speechless.wav|186_That_movie_left_me_speechless.wav|186_That_movie_left_me_speechless.wav|186_That_movie_left_me_speechless.wav|0
I need to clean my room today.|187_I_need_to_clean_my_room_today.wav|187_I_need_to_clean_my_room_today.wav|187_I_need_to_clean_my_room_today.wav|187_I_need_to_clean_my_room_today.wav|187_I_need_to_clean_my_room_today.wav|187_I_need_to_clean_my_room_today.wav|187_I_need_to_clean_my_room_today.wav|187_I_need_to_clean_my_room_today.wav|0
Are you free this Friday?|188_Are_you_free_this_Friday.wav|188_Are_you_free_this_Friday.wav|188_Are_you_free_this_Friday.wav|188_Are_you_free_this_Friday.wav|188_Are_you_free_this_Friday.wav|188_Are_you_free_this_Friday.wav|188_Are_you_free_this_Friday.wav|188_Are_you_free_this_Friday.wav|0
That new app is really cool.|189_That_new_app_is_really_cool.wav|189_That_new_app_is_really_cool.wav|189_That_new_app_is_really_cool.wav|189_That_new_app_is_really_cool.wav|189_That_new_app_is_really_cool.wav|189_That_new_app_is_really_cool.wav|189_That_new_app_is_really_cool.wav|189_That_new_app_is_really_cool.wav|0
I forgot my headphones at home.|190_I_forgot_my_headphones_at_home.wav|190_I_forgot_my_headphones_at_home.wav|190_I_forgot_my_headphones_at_home.wav|190_I_forgot_my_headphones_at_home.wav|190_I_forgot_my_headphones_at_home.wav|190_I_forgot_my_headphones_at_home.wav|190_I_forgot_my_headphones_at_home.wav|190_I_forgot_my_headphones_at_home.wav|0
Let’s try painting this weekend.|191_Lets_try_painting_this_weekend.wav|191_Lets_try_painting_this_weekend.wav|191_Lets_try_painting_this_weekend.wav|191_Lets_try_painting_this_weekend.wav|191_Lets_try_painting_this_weekend.wav|191_Lets_try_painting_this_weekend.wav|191_Lets_try_painting_this_weekend.wav|191_Lets_try_painting_this_weekend.wav|0
I’m craving ice cream.|192_Im_craving_ice_cream.wav|192_Im_craving_ice_cream.wav|192_Im_craving_ice_cream.wav|192_Im_craving_ice_cream.wav|192_Im_craving_ice_cream.wav|192_Im_craving_ice_cream.wav|192_Im_craving_ice_cream.wav|192_Im_craving_ice_cream.wav|0
Did you remember to send the email?|193_Did_you_remember_to_send_the_email.wav|193_Did_you_remember_to_send_the_email.wav|193_Did_you_remember_to_send_the_email.wav|193_Did_you_remember_to_send_the_email.wav|193_Did_you_remember_to_send_the_email.wav|193_Did_you_remember_to_send_the_email.wav|193_Did_you_remember_to_send_the_email.wav|193_Did_you_remember_to_send_the_email.wav|0
I can’t stop listening to that song.|194_I_cant_stop_listening_to_that_song.wav|194_I_cant_stop_listening_to_that_song.wav|194_I_cant_stop_listening_to_that_song.wav|194_I_cant_stop_listening_to_that_song.wav|194_I_cant_stop_listening_to_that_song.wav|194_I_cant_stop_listening_to_that_song.wav|194_I_cant_stop_listening_to_that_song.wav|194_I_cant_stop_listening_to_that_song.wav|0
That was a fun game night.|195_That_was_a_fun_game_night.wav|195_That_was_a_fun_game_night.wav|195_That_was_a_fun_game_night.wav|195_That_was_a_fun_game_night.wav|195_That_was_a_fun_game_night.wav|195_That_was_a_fun_game_night.wav|195_That_was_a_fun_game_night.wav|195_That_was_a_fun_game_night.wav|0
Are we meeting at the library?|196_Are_we_meeting_at_the_library.wav|196_Are_we_meeting_at_the_library.wav|196_Are_we_meeting_at_the_library.wav|196_Are_we_meeting_at_the_library.wav|196_Are_we_meeting_at_the_library.wav|196_Are_we_meeting_at_the_library.wav|196_Are_we_meeting_at_the_library.wav|196_Are_we_meeting_at_the_library.wav|0
I need to charge my laptop.|197_I_need_to_charge_my_laptop.wav|197_I_need_to_charge_my_laptop.wav|197_I_need_to_charge_my_laptop.wav|197_I_need_to_charge_my_laptop.wav|197_I_need_to_charge_my_laptop.wav|197_I_need_to_charge_my_laptop.wav|197_I_need_to_charge_my_laptop.wav|197_I_need_to_charge_my_laptop.wav|0
That place we visited was amazing.|198_That_place_we_visited_was_amazing.wav|198_That_place_we_visited_was_amazing.wav|198_That_place_we_visited_was_amazing.wav|198_That_place_we_visited_was_amazing.wav|198_That_place_we_visited_was_amazing.wav|198_That_place_we_visited_was_amazing.wav|198_That_place_we_visited_was_amazing.wav|198_That_place_we_visited_was_amazing.wav|0
Let’s go for a run tomorrow morning.|199_Lets_go_for_a_run_tomorrow_morning.wav|199_Lets_go_for_a_run_tomorrow_morning.wav|199_Lets_go_for_a_run_tomorrow_morning.wav|199_Lets_go_for_a_run_tomorrow_morning.wav|199_Lets_go_for_a_run_tomorrow_morning.wav|199_Lets_go_for_a_run_tomorrow_morning.wav|199_Lets_go_for_a_run_tomorrow_morning.wav|199_Lets_go_for_a_run_tomorrow_morning.wav|0
I think we should start a study group.|200_I_think_we_should_start_a_study_group.wav|200_I_think_we_should_start_a_study_group.wav|200_I_think_we_should_start_a_study_group.wav|200_I_think_we_should_start_a_study_group.wav|200_I_think_we_should_start_a_study_group.wav|200_I_think_we_should_start_a_study_group.wav|200_I_think_we_should_start_a_study_group.wav|200_I_think_we_should_start_a_study_group.wav|0
Have you seen the new exhibit at the museum?|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|201_Have_you_seen_the_new_exhibit_at_the_museum.wav|0
